start,end,count,severity,top1_raw,driver,anomaly_score
2025-01-22 17:47:10,2025-01-22 17:54:00,5,medium,gearbox_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,gearbox Peak volatility,-0.07475001676601056
2025-01-22 18:10:30,2025-01-22 18:26:50,8,medium,motor_Z-Axis_Kurtosis_scaled_roll_mean,motor Kurtosis mean,-0.051706583363305136
2025-01-22 21:48:30,2025-01-22 21:56:20,3,medium,roller2_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,roller2 Peak volatility,-0.05946371509187942
2025-02-20 14:25:35,2025-02-20 14:31:46,4,medium,motor_X-Axis_Kurtosis_scaled,motor Kurtosis scaled,-0.09713691192966778
2025-02-20 15:01:56,2025-02-20 15:07:25,6,medium,roller2_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,roller2 Peak volatility,-0.09460837546264622
2025-02-20 15:52:15,2025-02-20 15:58:26,5,medium,motor_X-Axis_RMS_Velocity_mm/sec_scaled_roll_std,motor RMS std,-0.06897718355449356
2025-02-20 16:11:05,2025-02-20 16:32:15,15,medium,roller1_Z-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,roller1 Peak volatility,-0.06617995514265262
2025-02-20 16:44:36,2025-02-20 16:57:55,13,medium,motor_Z-Axis_Kurtosis_scaled,motor Kurtosis scaled,-0.05328130690930177
2025-02-20 19:05:15,2025-02-20 19:05:15,1,high,roller1_X-Axis_Kurtosis_scaled,roller1 Kurtosis scaled,-0.12758484845362883
2025-02-20 22:14:36,2025-02-20 22:14:36,1,high,roller1_Z-Axis_Kurtosis_scaled_roll_std,roller1 Kurtosis std,-0.14944426450355164
2025-02-20 22:28:35,2025-02-20 22:36:46,6,medium,motor_X-Axis_Kurtosis_scaled_roll_std,motor Kurtosis std,-0.059046473977634184
2025-02-21 02:28:45,2025-02-21 02:37:15,3,medium,roller1_X-Axis_Kurtosis_scaled_roll_std,roller1 Kurtosis std,-0.061176307245526695
2025-02-21 04:20:55,2025-02-21 04:28:25,4,medium,motor_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,motor Peak volatility,-0.07138852792109118
2025-02-21 04:39:16,2025-02-21 04:39:16,1,high,gearbox_Z-Axis_Kurtosis_scaled,gearbox Kurtosis scaled,-0.1349100195902293
2025-02-21 08:30:35,2025-02-21 08:38:25,3,medium,roller1_X-Axis_Kurtosis_scaled,roller1 Kurtosis scaled,-0.11009140523508654
2025-02-21 12:59:25,2025-02-21 13:17:45,10,medium,gearbox_Z-Axis_RMS_Velocity_mm/sec_scaled_roll_std,gearbox RMS std,-0.08199619950303061
2025-02-21 13:12:55,2025-02-21 13:12:55,1,high,gearbox_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,gearbox Peak volatility,-0.1247478743032373
2025-02-21 14:12:15,2025-02-21 14:12:15,1,high,motor_Z-Axis_Kurtosis_scaled,motor Kurtosis scaled,-0.16069532995038216
2025-02-21 14:12:25,2025-02-21 14:17:55,7,medium,gearbox_Z-Axis_Kurtosis_scaled_roll_std,gearbox Kurtosis std,-0.11873279430581007
2025-02-21 15:47:55,2025-02-21 16:09:25,8,medium,roller1_Z-Axis_Kurtosis_scaled_roll_std,roller1 Kurtosis std,-0.0577501647733053
2025-02-21 16:09:05,2025-02-21 16:09:05,1,high,motor_Z-Axis_Kurtosis_scaled_roll_mean,motor Kurtosis mean,-0.13515083949576379
2025-02-21 16:33:45,2025-02-21 16:33:45,1,high,motor_X-Axis_Kurtosis_scaled,motor Kurtosis scaled,-0.13560353510072032
2025-02-21 17:10:54,2025-02-21 17:23:55,13,medium,roller2_X-Axis_RMS_Velocity_mm/sec_scaled,roller2 RMS scaled,-0.07374770502239758
2025-02-21 17:16:25,2025-02-21 17:16:25,1,high,roller1_Z-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,roller1 Peak volatility,-0.12895758144688618
2025-02-21 17:49:25,2025-02-21 17:54:44,4,medium,motor_Z-Axis_Kurtosis_scaled_roll_std,motor Kurtosis std,-0.05047693232014938
2025-02-21 18:10:15,2025-02-21 18:25:14,8,medium,gearbox_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,gearbox Peak volatility,-0.05365618099126923
2025-02-21 18:24:45,2025-02-21 18:24:45,1,high,gearbox_Z-Axis_Kurtosis_scaled,gearbox Kurtosis scaled,-0.13849133116418966
2025-02-21 19:20:55,2025-02-21 19:32:45,3,medium,roller2_Z-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,roller2 Peak volatility,-0.08501639901094937
2025-02-22 01:05:15,2025-02-22 01:12:04,4,medium,gearbox_X-Axis_RMS_Velocity_mm/sec_scaled_roll_mean,gearbox RMS mean,-0.06425417388825305
2025-02-22 03:19:44,2025-02-22 03:27:14,5,medium,roller2_X-Axis_Kurtosis_scaled,roller2 Kurtosis scaled,-0.0517500994779837
2025-02-22 04:17:24,2025-02-22 04:24:25,4,medium,roller2_Z-Axis_Kurtosis_scaled_volatility,roller2 Kurtosis volatility,-0.0837697270101031
2025-02-22 11:56:34,2025-02-22 12:14:14,6,medium,roller1_X-Axis_Crest_Factor_scaled_volatility,roller1 Crest volatility,-0.05030954095939577
2025-02-22 14:00:24,2025-02-22 14:09:54,4,medium,roller1_X-Axis_RMS_Velocity_mm/sec_scaled_delta,roller1 RMS delta,-0.06225363104184456
2025-02-22 14:23:44,2025-02-22 14:31:24,4,medium,motor_Z-Axis_Kurtosis_scaled_roll_mean,motor Kurtosis mean,-0.09645181862406083
2025-02-22 15:09:34,2025-02-22 15:38:34,18,medium,motor_Z-Axis_Kurtosis_scaled_roll_std,motor Kurtosis std,-0.07257684365166883
2025-02-22 15:48:54,2025-02-22 16:18:14,11,medium,motor_X-Axis_Kurtosis_scaled,motor Kurtosis scaled,-0.07227785056071057
2025-02-22 16:51:44,2025-02-22 16:57:24,4,medium,roller1_Z-Axis_RMS_Velocity_mm/sec_scaled,roller1 RMS scaled,-0.05129325257912931
2025-02-22 17:49:34,2025-02-22 17:49:34,1,high,roller2_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,roller2 Peak volatility,-0.12404668626900228
2025-02-22 17:56:14,2025-02-22 17:58:24,5,medium,gearbox_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,gearbox Peak volatility,-0.07935889007485009
2025-02-22 18:10:54,2025-02-22 18:19:54,7,medium,motor_X-Axis_RMS_Velocity_mm/sec_scaled,motor RMS scaled,-0.06609402982490464
2025-02-22 19:15:14,2025-02-22 19:22:34,3,medium,roller1_X-Axis_Kurtosis_scaled,roller1 Kurtosis scaled,-0.059059112076251585
2025-02-22 21:08:43,2025-02-22 21:15:04,3,medium,gearbox_X-Axis_RMS_Velocity_mm/sec_scaled_roll_mean,gearbox RMS mean,-0.07204924464215867
2025-02-22 23:37:13,2025-02-22 23:44:54,6,medium,motor_X-Axis_Peak_Velocity_Component_Frequency_Hz_scaled_volatility,motor Peak volatility,-0.08867164202255295
